id;calle_principal;dia;hora;plan;tiempo;velocidad;tiempo_entre_largo;DCA;nivel_congestion;infeccion;id_arco_id
320;Campo de Deportes;Saturday;8:45;P8;62.07;19.78;182;0;2;0;1
321;Campo de Deportes;Saturday;9:00;P7;58.87;20.85;172.7;0;2;0;1
322;Campo de Deportes;Saturday;9:15;P7;58.79;20.88;172.4;0;2;0;1
323;Campo de Deportes;Saturday;9:30;P7;59.62;20.59;174.9;0;2;0;1
324;Campo de Deportes;Saturday;9:45;P7;59.8;20.53;175.4;0;2;0;1
325;Campo de Deportes;Saturday;10:00;P7;58.62;20.94;171.9;0;2;0;1
326;Campo de Deportes;Saturday;10:15;P7;64.67;18.98;189.6;0;2;0;1
327;Campo de Deportes;Saturday;10:30;P7;63.06;19.47;184.9;0;2;0;1
328;Campo de Deportes;Saturday;10:45;P7;75.07;16.35;220.2;30.2;3;0;1
329;Campo de Deportes;Saturday;11:00;P7;71.07;17.27;208.4;18.4;3;0;1
330;Campo de Deportes;Saturday;11:15;P7;71.06;17.27;208.4;18.4;3;0;1
331;Campo de Deportes;Saturday;11:30;P7;60.21;20.39;176.6;0;2;0;1
332;Campo de Deportes;Saturday;11:45;P7;72.71;16.88;213.2;23.2;3;0;1
333;Campo de Deportes;Saturday;12:00;P7;67.85;18.09;199;9;3;0;1
334;Campo de Deportes;Saturday;12:15;P31;76;16.15;222.9;32.9;3;0;1
335;Campo de Deportes;Saturday;12:30;P31;85.23;14.4;249.9;59.9;4;2;1
336;Campo de Deportes;Saturday;12:45;P31;71.13;17.26;208.6;18.6;3;1;1
337;Campo de Deportes;Saturday;13:00;P31;64.94;18.9;190.4;0.4;3;1;1
338;Campo de Deportes;Saturday;13:15;P31;64.87;18.92;190.2;0.2;3;1;1
339;Campo de Deportes;Saturday;13:30;P31;67.86;18.09;199;9;3;1;1
340;Campo de Deportes;Saturday;13:45;P31;66.69;18.41;195.6;5.6;3;1;1
341;Campo de Deportes;Saturday;14:00;P31;71.37;17.2;209.3;19.3;3;1;1
342;Campo de Deportes;Saturday;14:15;P31;65.46;18.75;192;2;3;1;1
343;Campo de Deportes;Saturday;14:30;P31;67.76;18.12;198.7;8.7;3;1;1
344;Campo de Deportes;Saturday;14:45;P31;74.25;16.53;217.7;27.7;3;1;1
345;Campo de Deportes;Saturday;15:00;P31;69.94;17.55;205.1;15.1;3;1;1
346;Campo de Deportes;Saturday;15:15;P31;70.69;17.37;207.3;17.3;3;1;1
347;Campo de Deportes;Saturday;15:30;P31;70.14;17.5;205.7;15.7;3;1;1
348;Campo de Deportes;Saturday;15:45;P7;67.62;18.16;198.3;8.3;3;1;1
349;Campo de Deportes;Saturday;16:00;P7;68.27;17.98;200.2;10.2;3;1;1
350;Campo de Deportes;Saturday;16:15;P7;64.65;18.99;189.6;0;2;1;1
351;Campo de Deportes;Saturday;16:30;P7;64.81;18.94;190.1;0.1;3;1;1
352;Campo de Deportes;Saturday;16:45;P7;62.54;19.63;183.4;0;2;1;1
353;Campo de Deportes;Saturday;17:00;P7;68.12;18.02;199.8;9.8;3;1;1
354;Campo de Deportes;Saturday;17:15;P7;70.69;17.37;207.3;17.3;3;1;1
355;Campo de Deportes;Saturday;17:30;P6;71.56;17.15;209.9;19.9;3;1;1
356;Campo de Deportes;Saturday;17:45;P6;70.4;17.44;206.5;16.5;3;1;1
357;Campo de Deportes;Saturday;18:00;P6;69.87;17.57;204.9;14.9;3;1;1
358;Campo de Deportes;Saturday;18:15;P6;65.62;18.71;192.4;2.4;3;1;1
359;Campo de Deportes;Saturday;18:30;P6;65.53;18.73;192.2;2.2;3;1;1
360;Campo de Deportes;Saturday;18:45;P6;62.31;19.7;182.7;0;2;1;1
361;Campo de Deportes;Saturday;19:00;P6;71.53;17.16;209.8;19.8;3;1;1
362;Campo de Deportes;Saturday;19:15;P6;67.17;18.28;197;7;3;1;1
363;Campo de Deportes;Saturday;19:30;P6;76.93;15.96;225.6;35.6;3;1;1
364;Campo de Deportes;Saturday;19:45;P6;71.93;17.07;210.9;20.9;3;1;1
365;Campo de Deportes;Saturday;20:00;P6;69.29;17.72;203.2;13.2;3;1;1
366;Campo de Deportes;Saturday;20:15;P6;76.69;16.01;224.9;34.9;3;1;1
367;Campo de Deportes;Saturday;20:30;P6;68.94;17.81;202.2;12.2;3;1;1
368;Campo de Deportes;Saturday;20:45;P6;64.29;19.1;188.5;0;2;1;1
369;Campo de Deportes;Saturday;21:00;P6;71.53;17.16;209.8;19.8;3;1;1
370;Campo de Deportes;Saturday;21:15;P6;57.29;21.43;168;0;2;1;1
371;Campo de Deportes;Saturday;21:30;P6;54.8;22.4;160.7;0;2;1;1
372;Campo de Deportes;Saturday;21:45;P7;58.73;20.9;172.2;0;2;1;1
373;Campo de Deportes;Sunday;6:30;P8;56.73;21.64;166.4;0;2;0;1
374;Campo de Deportes;Sunday;6:45;P8;64.93;18.91;190.4;0.4;3;0;1
375;Campo de Deportes;Sunday;7:00;P8;67.44;18.2;197.8;7.8;3;0;1
376;Campo de Deportes;Sunday;7:15;P8;61;20.12;178.9;0;2;0;1
377;Campo de Deportes;Sunday;7:30;P8;60;20.46;176;0;2;0;1
378;Campo de Deportes;Sunday;7:45;P8;61.36;20.01;179.9;0;2;0;1
379;Campo de Deportes;Sunday;8:00;P8;54.33;22.59;159.3;0;2;0;1
380;Campo de Deportes;Sunday;8:15;P8;59.94;20.48;175.8;0;2;0;1
381;Campo de Deportes;Sunday;8:30;P8;60.79;20.2;178.3;0;2;0;1
382;Campo de Deportes;Sunday;8:45;P8;59.47;20.64;174.4;0;2;0;1
383;Campo de Deportes;Sunday;9:00;P8;NULL;NULL;NULL;NULL;;;1
384;Campo de Deportes;Sunday;9:15;P8;NULL;NULL;NULL;NULL;;;1
385;Campo de Deportes;Sunday;9:30;P8;NULL;NULL;NULL;NULL;;;1
386;Campo de Deportes;Sunday;9:45;P8;NULL;NULL;NULL;NULL;;;1
387;Campo de Deportes;Sunday;10:00;P7;NULL;NULL;NULL;NULL;;;1
388;Campo de Deportes;Sunday;10:15;P7;NULL;NULL;NULL;NULL;;;1
389;Campo de Deportes;Sunday;10:30;P7;NULL;NULL;NULL;NULL;;;1
390;Campo de Deportes;Sunday;10:45;P7;NULL;NULL;NULL;NULL;;;1
391;Campo de Deportes;Sunday;11:00;P7;NULL;NULL;NULL;NULL;;;1
392;Campo de Deportes;Sunday;11:15;P6;NULL;NULL;NULL;NULL;;;1
393;Campo de Deportes;Sunday;11:30;P6;NULL;NULL;NULL;NULL;;;1
394;Campo de Deportes;Sunday;11:45;P6;NULL;NULL;NULL;NULL;;;1
395;Campo de Deportes;Sunday;12:00;P6;NULL;NULL;NULL;NULL;;;1
396;Campo de Deportes;Sunday;12:15;P6;NULL;NULL;NULL;NULL;;;1
397;Campo de Deportes;Sunday;12:30;P6;NULL;NULL;NULL;NULL;;;1
398;Campo de Deportes;Sunday;12:45;P6;NULL;NULL;NULL;NULL;;;1
399;Campo de Deportes;Sunday;13:00;P6;NULL;NULL;NULL;NULL;;;1
400;Campo de Deportes;Sunday;13:15;P6;NULL;NULL;NULL;NULL;;;1
401;Campo de Deportes;Sunday;13:30;P6;NULL;NULL;NULL;NULL;;;1
402;Campo de Deportes;Sunday;13:45;P6;NULL;NULL;NULL;NULL;;;1
403;Campo de Deportes;Sunday;14:00;P6;59.87;20.51;175.6;0;2;0;1
404;Campo de Deportes;Sunday;14:15;P6;65.19;18.83;191.2;1.2;3;0;1
405;Campo de Deportes;Sunday;14:30;P7;63.56;19.31;186.4;0;2;0;1
406;Campo de Deportes;Sunday;14:45;P7;71.85;17.09;210.7;20.7;3;0;1
407;Campo de Deportes;Sunday;15:00;P7;63.88;19.22;187.3;0;2;0;1
408;Campo de Deportes;Sunday;15:15;P7;60.38;20.33;177.1;0;2;0;1
409;Campo de Deportes;Sunday;15:30;P7;62.11;19.76;182.1;0;2;0;1
410;Campo de Deportes;Sunday;15:45;P7;57.15;21.48;167.6;0;2;0;1
411;Campo de Deportes;Sunday;16:00;P7;66.27;18.53;194.3;4.3;3;0;1
412;Campo de Deportes;Sunday;16:15;P7;61.6;19.93;180.6;0;2;0;1
413;Campo de Deportes;Sunday;16:30;P7;60.33;20.35;176.9;0;2;0;1
414;Campo de Deportes;Sunday;16:45;P7;59.07;20.78;173.2;0;2;0;1
415;Campo de Deportes;Sunday;17:00;P7;65.75;18.67;192.8;2.8;3;0;1
416;Campo de Deportes;Sunday;17:15;P7;59.71;20.56;175.1;0;2;0;1
417;Campo de Deportes;Sunday;17:30;P6;69.65;17.63;204.2;14.2;3;0;1
418;Campo de Deportes;Sunday;17:45;P6;68.36;17.96;200.5;10.5;3;0;1
419;Campo de Deportes;Sunday;18:00;P6;70.13;17.5;205.7;15.7;3;0;1
420;Campo de Deportes;Sunday;18:15;P6;61.93;19.82;181.6;0;2;0;1
421;Campo de Deportes;Sunday;18:30;P6;63.5;19.33;186.2;0;2;0;1
422;Campo de Deportes;Sunday;18:45;P6;59.08;20.78;173.3;0;2;0;1
423;Campo de Deportes;Sunday;19:00;P6;66.06;18.58;193.7;3.7;3;0;1
424;Campo de Deportes;Sunday;19:15;P6;66.8;18.38;195.9;5.9;3;0;1
425;Campo de Deportes;Sunday;19:30;P6;74;16.59;217;27;3;0;1
426;Campo de Deportes;Sunday;19:45;P6;63.12;19.45;185.1;0;2;0;1
427;Campo de Deportes;Sunday;20:00;P6;62.44;19.66;183.1;0;2;0;1
428;Campo de Deportes;Sunday;20:15;P7;70.57;17.4;207;17;3;0;1
429;Campo de Deportes;Sunday;20:30;P7;70.71;17.36;207.4;17.4;3;0;1
430;Campo de Deportes;Sunday;20:45;P7;67.65;18.15;198.4;8.4;3;0;1
431;Campo de Deportes;Sunday;21:00;P7;66.08;18.58;193.8;3.8;3;0;1
432;Campo de Deportes;Sunday;21:15;P7;66.2;18.54;194.1;4.1;3;0;1
433;Campo de Deportes;Sunday;21:30;P7;59.31;20.7;173.9;0;2;0;1
434;Campo de Deportes;Sunday;21:45;P7;67.69;18.14;198.5;8.5;3;0;1
435;Campo de Deportes;Monday;6:30;P8;59.06;20.8;173.2;0;2;0;2
436;Campo de Deportes;Monday;6:45;P8;68.18;18.01;199.9;9.9;3;0;2
437;Campo de Deportes;Monday;7:00;P31;68.14;18.02;199.8;9.8;3;0;2
438;Campo de Deportes;Monday;7:15;P31;62.93;19.51;184.6;0;2;0;2
439;Campo de Deportes;Monday;7:30;P1;NULL;NULL;NULL;NULL;;;2
440;Campo de Deportes;Monday;7:45;P1;NULL;NULL;NULL;NULL;;;2
441;Campo de Deportes;Monday;8:00;P1;NULL;NULL;NULL;NULL;;;2
442;Campo de Deportes;Monday;8:15;P1;NULL;NULL;NULL;NULL;;;2
443;Campo de Deportes;Monday;8:30;P1;NULL;NULL;NULL;NULL;;;2
444;Campo de Deportes;Monday;8:45;P1;NULL;NULL;NULL;NULL;;;2
445;Campo de Deportes;Monday;9:00;P2;NULL;NULL;NULL;NULL;;;2
446;Campo de Deportes;Monday;9:15;P2;NULL;NULL;NULL;NULL;;;2
447;Campo de Deportes;Monday;9:30;P2;NULL;NULL;NULL;NULL;;;2
448;Campo de Deportes;Monday;9:45;P2;NULL;NULL;NULL;NULL;;;2
449;Campo de Deportes;Monday;10:00;P31;69;17.79;202.3;12.3;3;0;2
450;Campo de Deportes;Monday;10:15;P31;53.83;22.8;157.9;0;2;0;2
451;Campo de Deportes;Monday;10:30;P31;66.56;18.44;195.2;5.2;3;0;2
452;Campo de Deportes;Monday;10:45;P31;73.4;16.72;215.2;25.2;3;0;2
453;Campo de Deportes;Monday;11:00;P31;73.43;16.72;215.3;25.3;3;0;2
454;Campo de Deportes;Monday;11:15;P31;62.88;19.52;184.4;0;2;0;2
455;Campo de Deportes;Monday;11:30;P31;67;18.32;196.5;6.5;3;0;2
456;Campo de Deportes;Monday;11:45;P31;62.47;19.65;183.2;0;2;0;2
457;Campo de Deportes;Monday;12:00;P31;67.15;18.28;196.9;6.9;3;0;2
458;Campo de Deportes;Monday;12:15;P31;72.59;16.91;212.9;22.9;3;0;2
459;Campo de Deportes;Monday;12:30;P31;64.2;19.12;188.3;0;2;0;2
460;Campo de Deportes;Monday;12:45;P31;67.21;18.26;197.1;7.1;3;0;2
461;Campo de Deportes;Monday;13:00;P31;78.57;15.62;230.4;40.4;3;0;2
462;Campo de Deportes;Monday;13:15;P31;72;17.05;211.1;21.1;3;0;2
463;Campo de Deportes;Monday;13:30;P31;77.6;15.82;227.6;37.6;3;0;2
464;Campo de Deportes;Monday;13:45;P31;64.53;19.02;189.2;0;2;0;2
465;Campo de Deportes;Monday;14:00;P31;53.67;22.87;157.4;0;2;0;2
466;Campo de Deportes;Monday;14:15;P31;59.6;20.6;174.8;0;2;0;2
467;Campo de Deportes;Monday;14:30;P31;68.93;17.81;202.1;12.1;3;0;2
468;Campo de Deportes;Monday;14:45;P31;67.71;18.13;198.6;8.6;3;0;2
469;Campo de Deportes;Monday;15:00;P31;55.64;22.06;163.2;0;2;0;2
470;Campo de Deportes;Monday;15:15;P31;66.14;18.56;194;4;3;0;2
471;Campo de Deportes;Monday;15:30;P31;65.88;18.63;193.2;3.2;3;0;2
472;Campo de Deportes;Monday;15:45;P31;71.67;17.13;210.2;20.2;3;0;2
473;Campo de Deportes;Monday;16:00;P31;59.38;20.67;174.1;0;2;0;2
474;Campo de Deportes;Monday;16:15;P31;60.94;20.14;178.7;0;2;0;2
475;Campo de Deportes;Monday;16:30;P31;73.69;16.66;216.1;26.1;3;0;2
476;Campo de Deportes;Monday;16:45;P31;71;17.29;208.2;18.2;3;0;2
477;Campo de Deportes;Monday;17:00;P4;70.93;17.31;208;18;3;0;2
478;Campo de Deportes;Monday;17:15;P4;63.5;19.33;186.2;0;2;0;2
479;Campo de Deportes;Monday;17:30;P4;61.07;20.1;179.1;0;2;0;2
480;Campo de Deportes;Monday;17:45;P4;65.21;18.82;191.2;1.2;3;0;2
481;Campo de Deportes;Monday;18:00;P4;68.09;18.03;199.7;9.7;3;0;2
482;Campo de Deportes;Monday;18:15;P4;77.42;15.86;227;37;3;0;2
483;Campo de Deportes;Monday;18:30;P4;65.36;18.78;191.7;1.7;3;0;2
484;Campo de Deportes;Monday;18:45;P4;73.62;16.68;215.9;25.9;3;0;2
485;Campo de Deportes;Monday;19:00;P5;79.08;15.52;231.9;41.9;3;0;2
486;Campo de Deportes;Monday;19:15;P5;85.92;14.29;252;62;4;2;2
487;Campo de Deportes;Monday;19:30;P5;78.17;15.7;229.2;39.2;3;1;2
488;Campo de Deportes;Monday;19:45;P5;65.73;18.68;192.7;2.7;3;1;2
489;Campo de Deportes;Monday;20:00;P5;65.23;18.82;191.3;1.3;3;1;2
490;Campo de Deportes;Monday;20:15;P5;58.83;20.87;172.5;0;2;1;2
491;Campo de Deportes;Monday;20:30;P5;60;20.46;176;0;2;1;2
492;Campo de Deportes;Monday;20:45;P5;54.08;22.7;158.6;0;2;1;2
493;Campo de Deportes;Monday;21:00;P6;56.87;21.59;166.8;0;2;1;2
494;Campo de Deportes;Monday;21:15;P6;55.67;22.05;163.2;0;2;1;2
495;Campo de Deportes;Monday;21:30;P6;52.38;23.43;153.6;0;2;1;2
496;Campo de Deportes;Monday;21:45;P6;54.4;22.57;159.5;0;2;1;2
497;Campo de Deportes;Tuesday;6:30;P8;65.53;18.73;192.2;2.2;3;0;2
498;Campo de Deportes;Tuesday;6:45;P8;66.2;18.54;194.1;4.1;3;0;2
499;Campo de Deportes;Tuesday;7:00;P31;56.73;21.64;166.4;0;2;0;2
500;Campo de Deportes;Tuesday;7:15;P31;64.67;18.98;189.6;0;2;0;2
501;Campo de Deportes;Tuesday;7:30;P1;NULL;NULL;NULL;NULL;;;2
502;Campo de Deportes;Tuesday;7:45;P1;NULL;NULL;NULL;NULL;;;2
503;Campo de Deportes;Tuesday;8:00;P1;NULL;NULL;NULL;NULL;;;2
504;Campo de Deportes;Tuesday;8:15;P1;NULL;NULL;NULL;NULL;;;2
505;Campo de Deportes;Tuesday;8:30;P1;NULL;NULL;NULL;NULL;;;2
506;Campo de Deportes;Tuesday;8:45;P1;NULL;NULL;NULL;NULL;;;2
507;Campo de Deportes;Tuesday;9:00;P2;NULL;NULL;NULL;NULL;;;2
508;Campo de Deportes;Tuesday;9:15;P2;NULL;NULL;NULL;NULL;;;2
509;Campo de Deportes;Tuesday;9:30;P2;NULL;NULL;NULL;NULL;;;2
510;Campo de Deportes;Tuesday;9:45;P2;NULL;NULL;NULL;NULL;;;2
511;Campo de Deportes;Tuesday;10:00;P31;67.35;18.23;197.5;7.5;3;0;2
512;Campo de Deportes;Tuesday;10:15;P31;66.15;18.56;194;4;3;0;2
513;Campo de Deportes;Tuesday;10:30;P31;62.2;19.74;182.4;0;2;0;2
514;Campo de Deportes;Tuesday;10:45;P31;64.81;18.94;190.1;0.1;3;0;2
515;Campo de Deportes;Tuesday;11:00;P31;60.87;20.17;178.5;0;2;0;2
516;Campo de Deportes;Tuesday;11:15;P31;63.85;19.23;187.2;0;2;0;2
517;Campo de Deportes;Tuesday;11:30;P31;58.16;21.11;170.6;0;2;0;2
518;Campo de Deportes;Tuesday;11:45;P31;60.43;20.31;177.2;0;2;0;2
519;Campo de Deportes;Tuesday;12:00;P31;66.21;18.54;194.2;4.2;3;0;2
520;Campo de Deportes;Tuesday;12:15;P31;77.87;15.77;228.3;38.3;3;0;2
521;Campo de Deportes;Tuesday;12:30;P31;74.73;16.43;219.2;29.2;3;0;2
522;Campo de Deportes;Tuesday;12:45;P31;76.37;16.07;224;34;3;0;2
523;Campo de Deportes;Tuesday;13:00;P31;66.85;18.36;196;6;3;0;2
524;Campo de Deportes;Tuesday;13:15;P31;66.87;18.36;196.1;6.1;3;0;2
525;Campo de Deportes;Tuesday;13:30;P31;69.17;17.75;202.8;12.8;3;0;2
526;Campo de Deportes;Tuesday;13:45;P31;73;16.82;214.1;24.1;3;0;2
527;Campo de Deportes;Tuesday;14:00;P31;61.47;19.97;180.3;0;2;0;2
528;Campo de Deportes;Tuesday;14:15;P31;66.18;18.55;194.1;4.1;3;0;2
529;Campo de Deportes;Tuesday;14:30;P31;68.67;17.88;201.4;11.4;3;0;2
530;Campo de Deportes;Tuesday;14:45;P31;61;20.12;178.9;0;2;0;2
531;Campo de Deportes;Tuesday;15:00;P31;65.75;18.67;192.8;2.8;3;0;2
532;Campo de Deportes;Tuesday;15:15;P31;60.67;20.24;177.9;0;2;0;2
533;Campo de Deportes;Tuesday;15:30;P31;75.5;16.26;221.4;31.4;3;0;2
534;Campo de Deportes;Tuesday;15:45;P31;78.21;15.7;229.4;39.4;3;0;2
535;Campo de Deportes;Tuesday;16:00;P31;73.53;16.69;215.6;25.6;3;0;2
536;Campo de Deportes;Tuesday;16:15;P31;76.33;16.08;223.9;33.9;3;0;2
537;Campo de Deportes;Tuesday;16:30;P31;69.88;17.57;204.9;14.9;3;0;2
538;Campo de Deportes;Tuesday;16:45;P31;71.29;17.22;209;19;3;0;2
539;Campo de Deportes;Tuesday;17:00;P4;73.87;16.62;216.6;26.6;3;0;2
540;Campo de Deportes;Tuesday;17:15;P4;66.27;18.53;194.3;4.3;3;0;2
541;Campo de Deportes;Tuesday;17:30;P4;65.87;18.64;193.2;3.2;3;0;2
542;Campo de Deportes;Tuesday;17:45;P4;62.31;19.7;182.7;0;2;0;2
543;Campo de Deportes;Tuesday;18:00;P4;64.93;18.91;190.4;0.4;3;0;2
544;Campo de Deportes;Tuesday;18:15;P4;70.12;17.51;205.6;15.6;3;0;2
545;Campo de Deportes;Tuesday;18:30;P4;70.29;17.47;206.1;16.1;3;0;2
546;Campo de Deportes;Tuesday;18:45;P4;85.81;14.31;251.6;61.6;4;2;2
547;Campo de Deportes;Tuesday;19:00;P5;82.79;14.83;242.8;52.8;4;2;2
548;Campo de Deportes;Tuesday;19:15;P5;88.14;13.93;258.5;68.5;4;2;2
549;Campo de Deportes;Tuesday;19:30;P5;75.2;16.32;220.5;30.5;3;1;2
550;Campo de Deportes;Tuesday;19:45;P5;79.2;15.5;232.3;42.3;3;1;2
551;Campo de Deportes;Tuesday;20:00;P5;68;18.05;199.4;9.4;3;1;2
552;Campo de Deportes;Tuesday;20:15;P5;61.6;19.93;180.6;0;2;1;2
553;Campo de Deportes;Tuesday;20:30;P5;57.86;21.22;169.7;0;2;1;2
554;Campo de Deportes;Tuesday;20:45;P5;58.12;21.12;170.5;0;2;1;2
555;Campo de Deportes;Tuesday;21:00;P6;58.43;21.01;171.3;0;2;1;2
556;Campo de Deportes;Tuesday;21:15;P6;54.93;22.35;161.1;0;2;1;2
557;Campo de Deportes;Tuesday;21:30;P6;56.79;21.62;166.5;0;2;1;2
558;Campo de Deportes;Tuesday;21:45;P6;54.78;22.41;160.6;0;2;1;2
559;Campo de Deportes;Wednesday;6:30;P8;65.58;18.72;192.3;2.3;3;0;2
560;Campo de Deportes;Wednesday;6:45;P8;65.36;18.78;191.7;1.7;3;0;2
561;Campo de Deportes;Wednesday;7:00;P31;67.5;18.19;197.9;7.9;3;0;2
562;Campo de Deportes;Wednesday;7:15;P31;89.15;13.77;261.4;71.4;4;2;2
563;Campo de Deportes;Wednesday;7:30;P1;NULL;NULL;NULL;NULL;;;2
564;Campo de Deportes;Wednesday;7:45;P1;NULL;NULL;NULL;NULL;;;2
565;Campo de Deportes;Wednesday;8:00;P1;NULL;NULL;NULL;NULL;;;2
566;Campo de Deportes;Wednesday;8:15;P1;NULL;NULL;NULL;NULL;;;2
567;Campo de Deportes;Wednesday;8:30;P1;NULL;NULL;NULL;NULL;;;2
568;Campo de Deportes;Wednesday;8:45;P1;NULL;NULL;NULL;NULL;;;2
569;Campo de Deportes;Wednesday;9:00;P2;NULL;NULL;NULL;NULL;;;2
570;Campo de Deportes;Wednesday;9:15;P2;NULL;NULL;NULL;NULL;;;2
571;Campo de Deportes;Wednesday;9:30;P2;NULL;NULL;NULL;NULL;;;2
572;Campo de Deportes;Wednesday;9:45;P2;NULL;NULL;NULL;NULL;;;2
573;Campo de Deportes;Wednesday;10:00;P31;61.91;19.83;181.6;0;2;1;2
574;Campo de Deportes;Wednesday;10:15;P31;66.92;18.34;196.3;6.3;3;1;2
575;Campo de Deportes;Wednesday;10:30;P31;58.69;20.92;172.1;0;2;1;2
576;Campo de Deportes;Wednesday;10:45;P31;55.78;22.01;163.6;0;2;1;2
577;Campo de Deportes;Wednesday;11:00;P31;68.75;17.86;201.6;11.6;3;1;2
578;Campo de Deportes;Wednesday;11:15;P31;62.25;19.72;182.6;0;2;1;2
579;Campo de Deportes;Wednesday;11:30;P31;65.2;18.83;191.2;1.2;3;1;2
580;Campo de Deportes;Wednesday;11:45;P31;70.36;17.45;206.3;16.3;3;1;2
581;Campo de Deportes;Wednesday;12:00;P31;59.45;20.65;174.4;0;2;1;2
582;Campo de Deportes;Wednesday;12:15;P31;82.17;14.94;241;51;4;2;2
583;Campo de Deportes;Wednesday;12:30;P31;72.25;16.99;211.9;21.9;3;1;2
584;Campo de Deportes;Wednesday;12:45;P31;64;19.18;187.7;0;2;1;2
585;Campo de Deportes;Wednesday;13:00;P31;68.55;17.91;201;11;3;1;2
586;Campo de Deportes;Wednesday;13:15;P31;69.83;17.58;204.8;14.8;3;1;2
587;Campo de Deportes;Wednesday;13:30;P31;83.67;14.67;245.4;55.4;4;2;2
588;Campo de Deportes;Wednesday;13:45;P31;67.18;18.27;197;7;3;1;2
589;Campo de Deportes;Wednesday;14:00;P31;68.33;17.96;200.4;10.4;3;1;2
590;Campo de Deportes;Wednesday;14:15;P31;67.92;18.08;199.2;9.2;3;1;2
591;Campo de Deportes;Wednesday;14:30;P31;61.93;19.82;181.6;0;2;1;2
592;Campo de Deportes;Wednesday;14:45;P31;66.69;18.41;195.6;5.6;3;1;2
593;Campo de Deportes;Wednesday;15:00;P31;61.4;19.99;180.1;0;2;1;2
594;Campo de Deportes;Wednesday;15:15;P31;59.45;20.65;174.4;0;2;1;2
595;Campo de Deportes;Wednesday;15:30;P31;68.33;17.96;200.4;10.4;3;1;2
596;Campo de Deportes;Wednesday;15:45;P31;75.93;16.17;222.7;32.7;3;1;2
597;Campo de Deportes;Wednesday;16:00;P31;73.83;16.63;216.5;26.5;3;1;2
598;Campo de Deportes;Wednesday;16:15;P31;83.3;14.74;244.3;54.3;4;2;2
599;Campo de Deportes;Wednesday;16:30;P31;61.77;19.87;181.1;0;2;1;2
600;Campo de Deportes;Wednesday;16:45;P31;72.15;17.01;211.6;21.6;3;1;2
601;Campo de Deportes;Wednesday;17:00;P4;75.92;16.17;222.6;32.6;3;1;2
602;Campo de Deportes;Wednesday;17:15;P4;62.8;19.55;184.2;0;2;1;2
603;Campo de Deportes;Wednesday;17:30;P4;62.5;19.64;183.3;0;2;1;2
604;Campo de Deportes;Wednesday;17:45;P4;77.31;15.88;226.7;36.7;3;1;2
605;Campo de Deportes;Wednesday;18:00;P4;73.9;16.61;216.7;26.7;3;1;2
606;Campo de Deportes;Wednesday;18:15;P4;82.31;14.91;241.4;51.4;4;2;2
607;Campo de Deportes;Wednesday;18:30;P4;92.18;13.32;270.3;80.3;4;2;2
608;Campo de Deportes;Wednesday;18:45;P4;85.18;14.41;249.8;59.8;4;2;2
609;Campo de Deportes;Wednesday;19:00;P5;103.92;11.81;304.8;114.8;5;2;2
610;Campo de Deportes;Wednesday;19:15;P5;95.46;12.86;279.9;89.9;4;2;2
611;Campo de Deportes;Wednesday;19:30;P5;90.46;13.57;265.3;75.3;4;2;2
612;Campo de Deportes;Wednesday;19:45;P5;84.8;14.48;248.7;58.7;4;2;2
613;Campo de Deportes;Wednesday;20:00;P5;89.25;13.75;261.7;71.7;4;2;2
614;Campo de Deportes;Wednesday;20:15;P5;85.86;14.3;251.8;61.8;4;2;2
615;Campo de Deportes;Wednesday;20:30;P5;95.11;12.91;278.9;88.9;4;2;2
616;Campo de Deportes;Wednesday;20:45;P5;84.6;14.51;248.1;58.1;4;2;2
617;Campo de Deportes;Wednesday;21:00;P6;62.67;19.59;183.8;0;2;1;2
618;Campo de Deportes;Wednesday;21:15;P6;52.29;23.48;153.3;0;2;1;2
619;Campo de Deportes;Wednesday;21:30;P6;55.5;22.12;162.8;0;2;1;2
620;Campo de Deportes;Wednesday;21:45;P6;58.75;20.9;172.3;0;2;1;2
621;Campo de Deportes;Thursday;6:30;P8;61;20.12;178.9;0;2;0;2
622;Campo de Deportes;Thursday;6:45;P8;66.22;18.54;194.2;4.2;3;0;2
623;Campo de Deportes;Thursday;7:00;P31;62.22;19.73;182.5;0;2;0;2
624;Campo de Deportes;Thursday;7:15;P31;57.87;21.21;169.7;0;2;0;2
625;Campo de Deportes;Thursday;7:30;P1;NULL;NULL;NULL;NULL;;;2
626;Campo de Deportes;Thursday;7:45;P1;NULL;NULL;NULL;NULL;;;2
627;Campo de Deportes;Thursday;8:00;P1;NULL;NULL;NULL;NULL;;;2
628;Campo de Deportes;Thursday;8:15;P1;NULL;NULL;NULL;NULL;;;2
629;Campo de Deportes;Thursday;8:30;P1;NULL;NULL;NULL;NULL;;;2
630;Campo de Deportes;Thursday;8:45;P1;NULL;NULL;NULL;NULL;;;2
631;Campo de Deportes;Thursday;9:00;P2;NULL;NULL;NULL;NULL;;;2
632;Campo de Deportes;Thursday;9:15;P2;NULL;NULL;NULL;NULL;;;2
633;Campo de Deportes;Thursday;9:30;P2;NULL;NULL;NULL;NULL;;;2
634;Campo de Deportes;Thursday;9:45;P2;NULL;NULL;NULL;NULL;;;2
635;Campo de Deportes;Thursday;10:00;P31;51.91;23.65;152.2;0;2;0;2
636;Campo de Deportes;Thursday;10:15;P31;60.36;20.34;177;0;2;0;2
