id;calle_principal;dia;hora;plan;tiempo;velocidad;tiempo_entre_largo;DCA;nivel_congestion;infeccion;id_arco_id
24221;José Domingo Cañas;Saturday;16:30;P7;31.19;25.74;139.9;0;2;0;56
24222;José Domingo Cañas;Saturday;16:45;P7;32.92;24.38;147.6;0;2;0;56
24223;José Domingo Cañas;Saturday;17:00;P7;26.56;30.22;119.1;0;2;0;56
24224;José Domingo Cañas;Saturday;17:15;P7;28.54;28.13;128;0;2;0;56
24225;José Domingo Cañas;Saturday;17:30;P6;28.25;28.42;126.7;0;2;0;56
24226;José Domingo Cañas;Saturday;17:45;P6;28.4;28.27;127.4;0;2;0;56
24227;José Domingo Cañas;Saturday;18:00;P6;31.19;25.74;139.9;0;2;0;56
24228;José Domingo Cañas;Saturday;18:15;P6;32.08;25.03;143.8;0;2;0;56
24229;José Domingo Cañas;Saturday;18:30;P6;25.71;31.23;115.3;0;2;0;56
24230;José Domingo Cañas;Saturday;18:45;P6;25.77;31.15;115.6;0;2;0;56
24231;José Domingo Cañas;Saturday;19:00;P6;30.95;25.94;138.8;0;2;0;56
24232;José Domingo Cañas;Saturday;19:15;P6;33.33;24.08;149.5;0;2;0;56
24233;José Domingo Cañas;Saturday;19:30;P6;28.07;28.6;125.9;0;2;0;56
24234;José Domingo Cañas;Saturday;19:45;P6;29.6;27.12;132.7;0;2;0;56
24235;José Domingo Cañas;Saturday;20:00;P6;31.18;25.75;139.8;0;2;0;56
24236;José Domingo Cañas;Saturday;20:15;P6;32.15;24.97;144.2;0;2;0;56
24237;José Domingo Cañas;Saturday;20:30;P6;31.29;25.65;140.3;0;2;0;56
24238;José Domingo Cañas;Saturday;20:45;P6;28.14;28.53;126.2;0;2;0;56
24239;José Domingo Cañas;Saturday;21:00;P6;31.27;25.68;140.2;0;2;0;56
24240;José Domingo Cañas;Saturday;21:15;P6;36.86;21.78;165.3;0;2;0;56
24241;José Domingo Cañas;Saturday;21:30;P6;38.27;20.98;171.6;0;2;0;56
24242;José Domingo Cañas;Saturday;21:45;P7;33.87;23.7;151.9;0;2;0;56
24243;José Domingo Cañas;Sunday;6:30;P8;35.27;22.76;158.1;0;2;0;56
24244;José Domingo Cañas;Sunday;6:45;P8;39.47;20.34;177;0;2;0;56
24245;José Domingo Cañas;Sunday;7:00;P8;33.69;23.83;151.1;0;2;0;56
24246;José Domingo Cañas;Sunday;7:15;P8;36.33;22.1;162.9;0;2;0;56
24247;José Domingo Cañas;Sunday;7:30;P8;33.47;23.99;150.1;0;2;0;56
24248;José Domingo Cañas;Sunday;7:45;P8;32.79;24.49;147;0;2;0;56
24249;José Domingo Cañas;Sunday;8:00;P8;35.73;22.47;160.2;0;2;0;56
24250;José Domingo Cañas;Sunday;8:15;P8;35.82;22.41;160.6;0;2;0;56
24251;José Domingo Cañas;Sunday;8:30;P8;37.21;21.57;166.9;0;2;0;56
24252;José Domingo Cañas;Sunday;8:45;P8;36.27;22.14;162.6;0;2;0;56
24253;José Domingo Cañas;Sunday;9:00;P8;37.44;21.44;167.9;0;2;0;56
24254;José Domingo Cañas;Sunday;9:15;P8;42.12;19.06;188.9;0;2;0;56
24255;José Domingo Cañas;Sunday;9:30;P8;31.54;25.45;141.4;0;2;0;56
24256;José Domingo Cañas;Sunday;9:45;P8;31.67;25.35;142;0;2;0;56
24257;José Domingo Cañas;Sunday;10:00;P7;38;21.13;170.4;0;2;0;56
24258;José Domingo Cañas;Sunday;10:15;P7;35.77;22.44;160.4;0;2;0;56
24259;José Domingo Cañas;Sunday;10:30;P7;33.06;24.28;148.3;0;2;0;56
24260;José Domingo Cañas;Sunday;10:45;P7;37.31;21.52;167.3;0;2;0;56
24261;José Domingo Cañas;Sunday;11:00;P7;29.77;26.97;133.5;0;2;0;56
24262;José Domingo Cañas;Sunday;11:15;P6;39.73;20.2;178.2;0;2;0;56
24263;José Domingo Cañas;Sunday;11:30;P6;31.76;25.27;142.4;0;2;0;56
24264;José Domingo Cañas;Sunday;11:45;P6;35.47;22.64;159;0;2;0;56
24265;José Domingo Cañas;Sunday;12:00;P6;33.57;23.91;150.5;0;2;0;56
24266;José Domingo Cañas;Sunday;12:15;P6;38;21.13;170.4;0;2;0;56
24267;José Domingo Cañas;Sunday;12:30;P6;31.94;25.14;143.2;0;2;0;56
24268;José Domingo Cañas;Sunday;12:45;P6;34.73;23.11;155.8;0;2;0;56
24269;José Domingo Cañas;Sunday;13:00;P6;33.57;23.91;150.5;0;2;0;56
24270;José Domingo Cañas;Sunday;13:15;P6;33.14;24.22;148.6;0;2;0;56
24271;José Domingo Cañas;Sunday;13:30;P6;30.87;26;138.5;0;2;0;56
24272;José Domingo Cañas;Sunday;13:45;P6;33.36;24.07;149.6;0;2;0;56
24273;José Domingo Cañas;Sunday;14:00;P6;32.07;25.04;143.8;0;2;0;56
24274;José Domingo Cañas;Sunday;14:15;P6;29;27.68;130;0;2;0;56
24275;José Domingo Cañas;Sunday;14:30;P7;31.69;25.33;142.1;0;2;0;56
24276;José Domingo Cañas;Sunday;14:45;P7;31.62;25.39;141.8;0;2;0;56
24277;José Domingo Cañas;Sunday;15:00;P7;33.12;24.24;148.5;0;2;0;56
24278;José Domingo Cañas;Sunday;15:15;P7;35.23;22.79;158;0;2;0;56
24279;José Domingo Cañas;Sunday;15:30;P7;35.83;22.4;160.7;0;2;0;56
24280;José Domingo Cañas;Sunday;15:45;P7;32.23;24.91;144.5;0;2;0;56
24281;José Domingo Cañas;Sunday;16:00;P7;30.53;26.29;136.9;0;2;0;56
24282;José Domingo Cañas;Sunday;16:15;P7;32.73;24.53;146.8;0;2;0;56
24283;José Domingo Cañas;Sunday;16:30;P7;34.07;23.57;152.8;0;2;0;56
24284;José Domingo Cañas;Sunday;16:45;P7;30.29;26.51;135.8;0;2;0;56
24285;José Domingo Cañas;Sunday;17:00;P7;32.31;24.84;144.9;0;2;0;56
24286;José Domingo Cañas;Sunday;17:15;P7;36;22.3;161.4;0;2;0;56
24287;José Domingo Cañas;Sunday;17:30;P6;43.65;18.39;195.7;5.7;3;0;56
24288;José Domingo Cañas;Sunday;17:45;P6;29.86;26.89;133.9;0;2;0;56
24289;José Domingo Cañas;Sunday;18:00;P6;37.73;21.28;169.2;0;2;0;56
24290;José Domingo Cañas;Sunday;18:15;P6;33.36;24.07;149.6;0;2;0;56
24291;José Domingo Cañas;Sunday;18:30;P6;37.17;21.6;166.7;0;2;0;56
24292;José Domingo Cañas;Sunday;18:45;P6;30.67;26.18;137.5;0;2;0;56
24293;José Domingo Cañas;Sunday;19:00;P6;36.76;21.84;164.9;0;2;0;56
24294;José Domingo Cañas;Sunday;19:15;P6;36.47;22.01;163.5;0;2;0;56
24295;José Domingo Cañas;Sunday;19:30;P6;34.92;22.99;156.6;0;2;0;56
24296;José Domingo Cañas;Sunday;19:45;P6;34.63;23.19;155.3;0;2;0;56
24297;José Domingo Cañas;Sunday;20:00;P6;31.5;25.49;141.3;0;2;0;56
24298;José Domingo Cañas;Sunday;20:15;P7;34;23.61;152.5;0;2;0;56
24299;José Domingo Cañas;Sunday;20:30;P7;33.64;23.86;150.9;0;2;0;56
24300;José Domingo Cañas;Sunday;20:45;P7;37.18;21.59;166.7;0;2;0;56
24301;José Domingo Cañas;Sunday;21:00;P7;30.15;26.62;135.2;0;2;0;56
24302;José Domingo Cañas;Sunday;21:15;P7;31.87;25.19;142.9;0;2;0;56
24303;José Domingo Cañas;Sunday;21:30;P7;29.38;27.33;131.7;0;2;0;56
24304;José Domingo Cañas;Sunday;21:45;P7;28.19;28.48;126.4;0;2;0;56
24305;José Domingo Cañas;Monday;6:30;P8;53.44;25.6;140.6;0;2;0;57
24306;José Domingo Cañas;Monday;6:45;P8;60.24;22.71;158.5;0;2;0;57
24307;José Domingo Cañas;Monday;7:00;P31;68.43;19.99;180.1;0;2;0;57
24308;José Domingo Cañas;Monday;7:15;P31;86.53;15.81;227.7;37.7;3;0;57
24309;José Domingo Cañas;Monday;7:30;P1;124.64;10.98;328;138;5;2;57
24310;José Domingo Cañas;Monday;7:45;P1;153.71;8.9;404.5;214.5;5;2;57
24311;José Domingo Cañas;Monday;8:00;P1;148.94;9.19;391.9;201.9;5;2;57
24312;José Domingo Cañas;Monday;8:15;P1;120.13;11.39;316.1;126.1;5;2;57
24313;José Domingo Cañas;Monday;8:30;P1;136.86;10;360.2;170.2;5;2;57
24314;José Domingo Cañas;Monday;8:45;P1;101.21;13.52;266.4;76.4;4;2;57
24315;José Domingo Cañas;Monday;9:00;P2;78.94;17.33;207.7;17.7;3;1;57
24316;José Domingo Cañas;Monday;9:15;P2;70.07;19.52;184.4;0;2;1;57
24317;José Domingo Cañas;Monday;9:30;P2;61.2;22.35;161.1;0;2;1;57
24318;José Domingo Cañas;Monday;9:45;P2;59.31;23.06;156.1;0;2;1;57
24319;José Domingo Cañas;Monday;10:00;P31;61.53;22.23;161.9;0;2;1;57
24320;José Domingo Cañas;Monday;10:15;P31;66.92;20.44;176.1;0;2;1;57
24321;José Domingo Cañas;Monday;10:30;P31;66;20.73;173.7;0;2;1;57
24322;José Domingo Cañas;Monday;10:45;P31;63.87;21.42;168.1;0;2;1;57
24323;José Domingo Cañas;Monday;11:00;P31;62.79;21.79;165.2;0;2;1;57
24324;José Domingo Cañas;Monday;11:15;P31;65.24;20.97;171.7;0;2;1;57
24325;José Domingo Cañas;Monday;11:30;P31;62.92;21.74;165.6;0;2;1;57
24326;José Domingo Cañas;Monday;11:45;P31;70.59;19.38;185.8;0;2;1;57
24327;José Domingo Cañas;Monday;12:00;P31;66.38;20.61;174.7;0;2;1;57
24328;José Domingo Cañas;Monday;12:15;P31;66.71;20.51;175.5;0;2;1;57
24329;José Domingo Cañas;Monday;12:30;P31;76.67;17.84;201.8;11.8;3;1;57
24330;José Domingo Cañas;Monday;12:45;P31;73.57;18.59;193.6;3.6;3;1;57
24331;José Domingo Cañas;Monday;13:00;P31;104.07;13.14;273.9;83.9;4;2;57
24332;José Domingo Cañas;Monday;13:15;P31;83.07;16.47;218.6;28.6;3;1;57
24333;José Domingo Cañas;Monday;13:30;P31;65.87;20.77;173.3;0;2;1;57
24334;José Domingo Cañas;Monday;13:45;P31;63.4;21.58;166.8;0;2;1;57
24335;José Domingo Cañas;Monday;14:00;P31;60.27;22.7;158.6;0;2;1;57
24336;José Domingo Cañas;Monday;14:15;P31;64.87;21.09;170.7;0;2;1;57
24337;José Domingo Cañas;Monday;14:30;P31;66.14;20.68;174.1;0;2;1;57
24338;José Domingo Cañas;Monday;14:45;P31;63.47;21.55;167;0;2;1;57
24339;José Domingo Cañas;Monday;15:00;P31;66.29;20.64;174.4;0;2;1;57
24340;José Domingo Cañas;Monday;15:15;P31;67;20.42;176.3;0;2;1;57
24341;José Domingo Cañas;Monday;15:30;P31;92.88;14.73;244.4;54.4;4;2;57
24342;José Domingo Cañas;Monday;15:45;P31;97.47;14.04;256.5;66.5;4;2;57
24343;José Domingo Cañas;Monday;16:00;P31;64.92;21.07;170.9;0;2;1;57
24344;José Domingo Cañas;Monday;16:15;P31;66.5;20.57;175;0;2;1;57
24345;José Domingo Cañas;Monday;16:30;P31;66.54;20.56;175.1;0;2;1;57
24346;José Domingo Cañas;Monday;16:45;P31;65.2;20.98;171.6;0;2;1;57
24347;José Domingo Cañas;Monday;17:00;P4;64.21;21.3;169;0;2;1;57
24348;José Domingo Cañas;Monday;17:15;P4;82.5;16.58;217.1;27.1;3;1;57
24349;José Domingo Cañas;Monday;17:30;P4;82.27;16.63;216.5;26.5;3;1;57
24350;José Domingo Cañas;Monday;17:45;P4;86;15.91;226.3;36.3;3;1;57
24351;José Domingo Cañas;Monday;18:00;P4;91.36;14.97;240.4;50.4;4;2;57
24352;José Domingo Cañas;Monday;18:15;P4;102.42;13.36;269.5;79.5;4;2;57
24353;José Domingo Cañas;Monday;18:30;P4;108.36;12.62;285.2;95.2;4;2;57
24354;José Domingo Cañas;Monday;18:45;P4;97.31;14.06;256.1;66.1;4;2;57
24355;José Domingo Cañas;Monday;19:00;P5;92.83;14.74;244.3;54.3;4;2;57
24356;José Domingo Cañas;Monday;19:15;P5;96.08;14.24;252.9;62.9;4;2;57
24357;José Domingo Cañas;Monday;19:30;P5;86.92;15.74;228.7;38.7;3;1;57
24358;José Domingo Cañas;Monday;19:45;P5;83.73;16.34;220.3;30.3;3;1;57
24359;José Domingo Cañas;Monday;20:00;P5;78;17.54;205.3;15.3;3;1;57
24360;José Domingo Cañas;Monday;20:15;P5;80.75;16.94;212.5;22.5;3;1;57
24361;José Domingo Cañas;Monday;20:30;P5;73.82;18.53;194.3;4.3;3;1;57
24362;José Domingo Cañas;Monday;20:45;P5;75.08;18.22;197.6;7.6;3;1;57
24363;José Domingo Cañas;Monday;21:00;P6;70.27;19.47;184.9;0;2;1;57
24364;José Domingo Cañas;Monday;21:15;P6;60.67;22.55;159.6;0;2;1;57
24365;José Domingo Cañas;Monday;21:30;P6;65.77;20.8;173.1;0;2;1;57
24366;José Domingo Cañas;Monday;21:45;P6;64.27;21.29;169.1;0;2;1;57
24367;José Domingo Cañas;Tuesday;6:30;P8;55.4;24.69;145.8;0;2;0;57
24368;José Domingo Cañas;Tuesday;6:45;P8;53.13;25.75;139.8;0;2;0;57
24369;José Domingo Cañas;Tuesday;7:00;P31;63.07;21.69;166;0;2;0;57
24370;José Domingo Cañas;Tuesday;7:15;P31;94.2;14.52;247.9;57.9;4;2;57
24371;José Domingo Cañas;Tuesday;7:30;P1;113.81;12.02;299.5;109.5;5;2;57
24372;José Domingo Cañas;Tuesday;7:45;P1;157.07;8.71;413.3;223.3;5;2;57
24373;José Domingo Cañas;Tuesday;8:00;P1;132;10.36;347.4;157.4;5;2;57
24374;José Domingo Cañas;Tuesday;8:15;P1;164.85;8.3;433.8;243.8;5;2;57
24375;José Domingo Cañas;Tuesday;8:30;P1;153.5;8.91;403.9;213.9;5;2;57
24376;José Domingo Cañas;Tuesday;8:45;P1;96.13;14.23;253;63;4;2;57
24377;José Domingo Cañas;Tuesday;9:00;P2;76.27;17.94;200.7;10.7;3;1;57
24378;José Domingo Cañas;Tuesday;9:15;P2;68.5;19.97;180.3;0;2;1;57
24379;José Domingo Cañas;Tuesday;9:30;P2;59.73;22.9;157.2;0;2;1;57
24380;José Domingo Cañas;Tuesday;9:45;P2;63.21;21.64;166.4;0;2;1;57
24381;José Domingo Cañas;Tuesday;10:00;P31;69.53;19.68;183;0;2;1;57
24382;José Domingo Cañas;Tuesday;10:15;P31;73.69;18.56;193.9;3.9;3;1;57
24383;José Domingo Cañas;Tuesday;10:30;P31;76.47;17.89;201.2;11.2;3;1;57
24384;José Domingo Cañas;Tuesday;10:45;P31;77.12;17.74;203;13;3;1;57
24385;José Domingo Cañas;Tuesday;11:00;P31;67.87;20.16;178.6;0;2;1;57
24386;José Domingo Cañas;Tuesday;11:15;P31;60.31;22.68;158.7;0;2;1;57
24387;José Domingo Cañas;Tuesday;11:30;P31;64.26;21.29;169.1;0;2;1;57
24388;José Domingo Cañas;Tuesday;11:45;P31;62.21;21.99;163.7;0;2;1;57
24389;José Domingo Cañas;Tuesday;12:00;P31;63.57;21.52;167.3;0;2;1;57
24390;José Domingo Cañas;Tuesday;12:15;P31;64.6;21.18;170;0;2;1;57
24391;José Domingo Cañas;Tuesday;12:30;P31;70.13;19.51;184.6;0;2;1;57
24392;José Domingo Cañas;Tuesday;12:45;P31;77.94;17.55;205.1;15.1;3;1;57
24393;José Domingo Cañas;Tuesday;13:00;P31;89.08;15.36;234.4;44.4;3;1;57
24394;José Domingo Cañas;Tuesday;13:15;P31;79.67;17.17;209.6;19.6;3;1;57
24395;José Domingo Cañas;Tuesday;13:30;P31;60.11;22.76;158.2;0;2;1;57
24396;José Domingo Cañas;Tuesday;13:45;P31;61;22.43;160.5;0;2;1;57
24397;José Domingo Cañas;Tuesday;14:00;P31;65.73;20.81;173;0;2;1;57
24398;José Domingo Cañas;Tuesday;14:15;P31;62.47;21.9;164.4;0;2;1;57
24399;José Domingo Cañas;Tuesday;14:30;P31;57.67;23.72;151.8;0;2;1;57
24400;José Domingo Cañas;Tuesday;14:45;P31;53.6;25.52;141.1;0;2;1;57
24401;José Domingo Cañas;Tuesday;15:00;P31;64.75;21.13;170.4;0;2;1;57
24402;José Domingo Cañas;Tuesday;15:15;P31;74.58;18.34;196.3;6.3;3;1;57
24403;José Domingo Cañas;Tuesday;15:30;P31;111.63;12.26;293.8;103.8;5;2;57
24404;José Domingo Cañas;Tuesday;15:45;P31;175.71;7.79;462.4;272.4;5;2;57
24405;José Domingo Cañas;Tuesday;16:00;P31;81.93;16.7;215.6;25.6;3;1;57
24406;José Domingo Cañas;Tuesday;16:15;P31;63.73;21.46;167.7;0;2;1;57
24407;José Domingo Cañas;Tuesday;16:30;P31;62.65;21.84;164.9;0;2;1;57
24408;José Domingo Cañas;Tuesday;16:45;P31;66.07;20.7;173.9;0;2;1;57
24409;José Domingo Cañas;Tuesday;17:00;P4;68.27;20.04;179.6;0;2;1;57
24410;José Domingo Cañas;Tuesday;17:15;P4;85;16.09;223.7;33.7;3;1;57
24411;José Domingo Cañas;Tuesday;17:30;P4;89.13;15.35;234.6;44.6;3;1;57
24412;José Domingo Cañas;Tuesday;17:45;P4;115.88;11.81;304.9;114.9;5;2;57
24413;José Domingo Cañas;Tuesday;18:00;P4;129.43;10.57;340.6;150.6;5;2;57
24414;José Domingo Cañas;Tuesday;18:15;P4;101.25;13.51;266.4;76.4;4;2;57
24415;José Domingo Cañas;Tuesday;18:30;P4;90.64;15.09;238.5;48.5;3;1;57
24416;José Domingo Cañas;Tuesday;18:45;P4;100.94;13.55;265.6;75.6;4;2;57
24417;José Domingo Cañas;Tuesday;19:00;P5;111.57;12.26;293.6;103.6;5;2;57
24418;José Domingo Cañas;Tuesday;19:15;P5;109.43;12.5;288;98;4;2;57
24419;José Domingo Cañas;Tuesday;19:30;P5;102.07;13.4;268.6;78.6;4;2;57
24420;José Domingo Cañas;Tuesday;19:45;P5;85.87;15.93;226;36;3;1;57
24421;José Domingo Cañas;Tuesday;20:00;P5;82.5;16.58;217.1;27.1;3;1;57
24422;José Domingo Cañas;Tuesday;20:15;P5;70.6;19.38;185.8;0;2;1;57
24423;José Domingo Cañas;Tuesday;20:30;P5;72.14;18.96;189.8;0;2;1;57
24424;José Domingo Cañas;Tuesday;20:45;P5;72;19;189.5;0;2;1;57
24425;José Domingo Cañas;Tuesday;21:00;P6;64.57;21.19;169.9;0;2;1;57
24426;José Domingo Cañas;Tuesday;21:15;P6;69.4;19.71;182.6;0;2;1;57
24427;José Domingo Cañas;Tuesday;21:30;P6;67.86;20.16;178.6;0;2;1;57
24428;José Domingo Cañas;Tuesday;21:45;P6;62.22;21.99;163.7;0;2;1;57
24429;José Domingo Cañas;Wednesday;6:30;P8;42.42;32.25;111.6;0;1;0;57
24430;José Domingo Cañas;Wednesday;6:45;P8;51.36;26.63;135.2;0;2;0;57
24431;José Domingo Cañas;Wednesday;7:00;P31;55.58;24.61;146.3;0;2;0;57
24432;José Domingo Cañas;Wednesday;7:15;P31;91.23;14.99;240.1;50.1;4;2;57
24433;José Domingo Cañas;Wednesday;7:30;P1;130.93;10.45;344.5;154.5;5;2;57
24434;José Domingo Cañas;Wednesday;7:45;P1;152.7;8.96;401.8;211.8;5;2;57
24435;José Domingo Cañas;Wednesday;8:00;P1;189.27;7.23;498.1;308.1;5;2;57
24436;José Domingo Cañas;Wednesday;8:15;P1;134.67;10.16;354.4;164.4;5;2;57
24437;José Domingo Cañas;Wednesday;8:30;P1;161.21;8.49;424.2;234.2;5;2;57
24438;José Domingo Cañas;Wednesday;8:45;P1;96.08;14.24;252.8;62.8;4;2;57
24439;José Domingo Cañas;Wednesday;9:00;P2;79.78;17.15;209.9;19.9;3;1;57
24440;José Domingo Cañas;Wednesday;9:15;P2;67.77;20.19;178.3;0;2;1;57
24441;José Domingo Cañas;Wednesday;9:30;P2;69;19.83;181.6;0;2;1;57
24442;José Domingo Cañas;Wednesday;9:45;P2;76.25;17.94;200.7;10.7;3;1;57
24443;José Domingo Cañas;Wednesday;10:00;P31;68.27;20.04;179.7;0;2;1;57
24444;José Domingo Cañas;Wednesday;10:15;P31;80.62;16.97;212.1;22.1;3;1;57
24445;José Domingo Cañas;Wednesday;10:30;P31;74.15;18.45;195.1;5.1;3;1;57
24446;José Domingo Cañas;Wednesday;10:45;P31;69.78;19.61;183.6;0;2;1;57
24447;José Domingo Cañas;Wednesday;11:00;P31;64.83;21.1;170.6;0;2;1;57
24448;José Domingo Cañas;Wednesday;11:15;P31;61.5;22.24;161.8;0;2;1;57
24449;José Domingo Cañas;Wednesday;11:30;P31;55.4;24.69;145.8;0;2;1;57
24450;José Domingo Cañas;Wednesday;11:45;P31;60.45;22.63;159.1;0;2;1;57
24451;José Domingo Cañas;Wednesday;12:00;P31;61.18;22.36;161;0;2;1;57
24452;José Domingo Cañas;Wednesday;12:15;P31;59.17;23.12;155.7;0;2;1;57
24453;José Domingo Cañas;Wednesday;12:30;P31;62.33;21.95;164;0;2;1;57
24454;José Domingo Cañas;Wednesday;12:45;P31;95.54;14.32;251.4;61.4;4;2;57
24455;José Domingo Cañas;Wednesday;13:00;P31;117.73;11.62;309.8;119.8;5;2;57
24456;José Domingo Cañas;Wednesday;13:15;P31;156.58;8.74;412.1;222.1;5;2;57
24457;José Domingo Cañas;Wednesday;13:30;P31;73;18.74;192.1;2.1;3;1;57
24458;José Domingo Cañas;Wednesday;13:45;P31;63.64;21.5;167.5;0;2;1;57
24459;José Domingo Cañas;Wednesday;14:00;P31;65.92;20.75;173.5;0;2;1;57
24460;José Domingo Cañas;Wednesday;14:15;P31;59.92;22.83;157.7;0;2;1;57
24461;José Domingo Cañas;Wednesday;14:30;P31;56;24.43;147.4;0;2;1;57
24462;José Domingo Cañas;Wednesday;14:45;P31;55.15;24.8;145.1;0;2;1;57
24463;José Domingo Cañas;Wednesday;15:00;P31;53.7;25.47;141.3;0;2;1;57
24464;José Domingo Cañas;Wednesday;15:15;P31;66.55;20.56;175.1;0;2;1;57
24465;José Domingo Cañas;Wednesday;15:30;P31;84.5;16.19;222.4;32.4;3;1;57
24466;José Domingo Cañas;Wednesday;15:45;P31;103.86;13.17;273.3;83.3;4;2;57
24467;José Domingo Cañas;Wednesday;16:00;P31;73.83;18.53;194.3;4.3;3;1;57
24468;José Domingo Cañas;Wednesday;16:15;P31;71;19.27;186.8;0;2;1;57
24469;José Domingo Cañas;Wednesday;16:30;P31;69.23;19.76;182.2;0;2;1;57
24470;José Domingo Cañas;Wednesday;16:45;P31;69.08;19.8;181.8;0;2;1;57
24471;José Domingo Cañas;Wednesday;17:00;P4;69.23;19.76;182.2;0;2;1;57
24472;José Domingo Cañas;Wednesday;17:15;P4;72.4;18.9;190.5;0.5;3;1;57
24473;José Domingo Cañas;Wednesday;17:30;P4;79;17.32;207.9;17.9;3;1;57
24474;José Domingo Cañas;Wednesday;17:45;P4;89.31;15.32;235;45;3;1;57
24475;José Domingo Cañas;Wednesday;18:00;P4;107.3;12.75;282.4;92.4;4;2;57
24476;José Domingo Cañas;Wednesday;18:15;P4;120.23;11.38;316.4;126.4;5;2;57
24477;José Domingo Cañas;Wednesday;18:30;P4;136.91;9.99;360.3;170.3;5;2;57
24478;José Domingo Cañas;Wednesday;18:45;P4;141.45;9.67;372.2;182.2;5;2;57
24479;José Domingo Cañas;Wednesday;19:00;P5;124.85;10.96;328.5;138.5;5;2;57
24480;José Domingo Cañas;Wednesday;19:15;P5;95.77;14.28;252;62;4;2;57
24481;José Domingo Cañas;Wednesday;19:30;P5;105.85;12.92;278.5;88.5;4;2;57
24482;José Domingo Cañas;Wednesday;19:45;P5;112.1;12.2;295;105;5;2;57
24483;José Domingo Cañas;Wednesday;20:00;P5;115.17;11.88;303.1;113.1;5;2;57
24484;José Domingo Cañas;Wednesday;20:15;P5;127.93;10.69;336.7;146.7;5;2;57
24485;José Domingo Cañas;Wednesday;20:30;P5;162.78;8.4;428.4;238.4;5;2;57
24486;José Domingo Cañas;Wednesday;20:45;P5;74.6;18.34;196.3;6.3;3;1;57
24487;José Domingo Cañas;Wednesday;21:00;P6;89.56;15.28;235.7;45.7;3;1;57
24488;José Domingo Cañas;Wednesday;21:15;P6;87.57;15.62;230.5;40.5;3;1;57
24489;José Domingo Cañas;Wednesday;21:30;P6;65.83;20.78;173.2;0;2;1;57
24490;José Domingo Cañas;Wednesday;21:45;P6;54.42;25.14;143.2;0;2;1;57
24491;José Domingo Cañas;Thursday;6:30;P8;58.1;23.55;152.9;0;2;0;57
24492;José Domingo Cañas;Thursday;6:45;P8;50.11;27.3;131.9;0;2;0;57
24493;José Domingo Cañas;Thursday;7:00;P31;65;21.05;171.1;0;2;0;57
24494;José Domingo Cañas;Thursday;7:15;P31;76.87;17.8;202.3;12.3;3;0;57
24495;José Domingo Cañas;Thursday;7:30;P1;103.64;13.2;272.7;82.7;4;2;57
24496;José Domingo Cañas;Thursday;7:45;P1;167.67;8.16;441.2;251.2;5;2;57
24497;José Domingo Cañas;Thursday;8:00;P1;215.33;6.35;566.7;376.7;6;2;57
24498;José Domingo Cañas;Thursday;8:15;P1;138.44;9.88;364.3;174.3;5;2;57
24499;José Domingo Cañas;Thursday;8:30;P1;150.75;9.07;396.7;206.7;5;2;57
24500;José Domingo Cañas;Thursday;8:45;P1;103;13.28;271.1;81.1;4;2;57
24501;José Domingo Cañas;Thursday;9:00;P2;64.73;21.13;170.3;0;2;1;57
24502;José Domingo Cañas;Thursday;9:15;P2;66.75;20.49;175.7;0;2;1;57
24503;José Domingo Cañas;Thursday;9:30;P2;63.7;21.48;167.6;0;2;1;57
24504;José Domingo Cañas;Thursday;9:45;P2;76.33;17.92;200.9;10.9;3;1;57
24505;José Domingo Cañas;Thursday;10:00;P31;73.09;18.72;192.3;2.3;3;1;57
24506;José Domingo Cañas;Thursday;10:15;P31;71.43;19.15;188;0;2;1;57
24507;José Domingo Cañas;Thursday;10:30;P31;71.5;19.13;188.2;0;2;1;57
24508;José Domingo Cañas;Thursday;10:45;P31;69.6;19.66;183.2;0;2;1;57
24509;José Domingo Cañas;Thursday;11:00;P31;67.5;20.27;177.6;0;2;1;57
24510;José Domingo Cañas;Thursday;11:15;P31;62.3;21.96;163.9;0;2;1;57
24511;José Domingo Cañas;Thursday;11:30;P31;62.07;22.04;163.3;0;2;1;57
24512;José Domingo Cañas;Thursday;11:45;P31;69.09;19.8;181.8;0;2;1;57
24513;José Domingo Cañas;Thursday;12:00;P31;60.08;22.77;158.1;0;2;1;57
24514;José Domingo Cañas;Thursday;12:15;P31;65;21.05;171.1;0;2;1;57
24515;José Domingo Cañas;Thursday;12:30;P31;71;19.27;186.8;0;2;1;57
24516;José Domingo Cañas;Thursday;12:45;P31;75.25;18.18;198;8;3;1;57
24517;José Domingo Cañas;Thursday;13:00;P31;70.75;19.34;186.2;0;2;1;57
24518;José Domingo Cañas;Thursday;13:15;P31;67.17;20.37;176.8;0;2;1;57
24519;José Domingo Cañas;Thursday;13:30;P31;63.75;21.46;167.8;0;2;1;57
24520;José Domingo Cañas;Thursday;13:45;P31;71.38;19.16;187.9;0;2;1;57
24521;José Domingo Cañas;Thursday;14:00;P31;62;22.06;163.2;0;2;1;57
24522;José Domingo Cañas;Thursday;14:15;P31;59.9;22.84;157.6;0;2;1;57
24523;José Domingo Cañas;Thursday;14:30;P31;62;22.06;163.2;0;2;1;57
24524;José Domingo Cañas;Thursday;14:45;P31;66.4;20.6;174.7;0;2;1;57
24525;José Domingo Cañas;Thursday;15:00;P31;62;22.06;163.2;0;2;1;57
24526;José Domingo Cañas;Thursday;15:15;P31;84.44;16.2;222.2;32.2;3;1;57
